clientnum,attrition_flag,customer_age,gender,dependent_count,education_level,marital_status,income_category,card_category,months_on_book,total_relationship_count,months_inactive_12_mon,contacts_count_12_mon,credit_limit,total_revolving_bal,avg_open_to_buy,total_amt_chng_q4_q1,total_trans_amt,total_trans_ct,total_ct_chng_q4_q1,avg_utilization_ratio,naive_bayes_classifier_attrition_flag_card_category_contacts_count_12_mon_dependent_count_education_level_months_inactive_12_mon_1,naive_bayes_classifier_attrition_flag_card_category_contacts_count_12_mon_dependent_count_education_level_months_inactive_12_mon_2,log_credit_limit,log_total_trans_amt,log_avg_utilization_ratio,log_total_trans_ct
710657508,-1.0,32,M,0,College,Unknown,Less than $40K,Blue,36,3,3,4,3788.0,1325,2463.0,0.607,3975,65,0.477,0.35,0.00043053,0.99957,8.239857411018601,8.288031567776464,0.3001045924503381,4.189654742026425
770708133,-1.0,47,F,5,High School,Single,Less than $40K,Blue,33,5,2,2,2169.0,1330,839.0,0.905,3833,64,1.065,0.613,0.00011423,0.99989,7.682482446534506,8.251663923605589,0.4780957991430718,4.174387269895637
766131033,-1.0,43,F,4,Graduate,Married,Less than $40K,Blue,29,6,3,3,3767.0,976,2791.0,1.021,3163,60,0.818,0.259,0.00031726,0.99968,8.234299635696253,8.059592328887545,0.2303177550622101,4.110873864173311
719816583,-1.0,46,M,3,Doctorate,Married,$120K +,Blue,38,3,2,2,8989.0,552,8437.0,0.699,2309,49,0.633,0.061,0.99418,0.00582,9.103868127465667,7.745002803515839,0.05921185963184609,3.912023005428146
715376508,-1.0,47,F,5,Graduate,Married,Less than $40K,Blue,42,3,5,1,2838.0,2517,321.0,0.625,3493,65,0.711,0.887,0.00012509,0.99987,7.951207156472972,8.158802490694002,0.6349882663864131,4.189654742026425
709300458,-1.0,48,M,1,Graduate,Unknown,Less than $40K,Blue,43,5,3,3,7199.0,1031,6168.0,1.212,4041,73,0.698,0.143,0.00028395,0.99972,8.881836305004146,8.304494897963567,0.13365638481267358,4.30406509320417
778340733,-1.0,44,F,3,College,Married,$40K - $60K,Blue,24,3,1,4,8495.0,1537,6958.0,0.919,1950,31,0.938,0.181,0.00015944,0.99984,9.04735074348172,7.576097340623111,0.16636153721522523,3.4657359027997265
714729933,-1.0,46,M,2,Unknown,Married,$80K - $120K,Blue,36,6,1,2,14164.0,1525,12639.0,0.543,3749,59,0.686,0.108,6.054e-05,0.99994,9.558529412264617,8.229511118964457,0.10255658832509207,4.0943445622221
794514108,-1.0,50,F,2,Unknown,Married,Unknown,Blue,31,4,2,2,3604.0,0,3604.0,0.934,4051,65,0.667,0.0,0.00012511,0.99987,8.190077049719049,8.306965865368573,0.0,4.189654742026425
812501358,-1.0,46,F,4,Post-Graduate,Divorced,Less than $40K,Blue,41,4,1,1,1752.0,611,1141.0,0.465,4864,76,0.462,0.349,4.0988e-05,0.99996,7.469083884921234,8.489821994620105,0.2993635772256188,4.343805421853684
718961208,-1.0,43,F,3,College,Single,Less than $40K,Blue,32,5,3,3,4204.0,0,4204.0,1.073,3799,85,0.604,0.0,0.00030519,0.99969,8.344029572407049,8.242756345714477,0.0,4.454347296253507
814459833,-1.0,42,F,3,Graduate,Single,Less than $40K,Blue,37,5,3,4,8017.0,0,8017.0,0.539,3042,55,0.528,0.0,0.00053543,0.99946,8.989444293202451,8.02059914989697,0.0,4.02535169073515
720363258,-1.0,43,F,4,Graduate,Married,Less than $40K,Blue,29,3,3,3,2778.0,1640,1138.0,0.82,4007,75,0.705,0.59,0.00031726,0.99968,7.929846429742503,8.2960476427647,0.4637340162321401,4.330733340286331
714496083,-1.0,51,M,3,Unknown,Single,$60K - $80K,Blue,43,4,2,3,6649.0,1781,4868.0,0.546,1609,28,0.474,0.268,0.00021834,0.99978,8.8023721336499,7.383989457978509,0.2374408560150342,3.367295829986474
713004933,-1.0,40,M,3,High School,Married,$60K - $80K,Blue,27,3,2,1,6813.0,2332,4481.0,0.58,2634,51,0.378,0.342,0.98576,0.01424,8.826734598220911,7.876638460975463,0.29416103854949005,3.9512437185814275
712011633,-1.0,40,F,2,Doctorate,Single,$40K - $60K,Blue,36,6,1,3,2797.0,850,1947.0,0.953,3652,64,1.37,0.304,0.00013405,0.99987,7.936660155225426,8.203304026795282,0.2654364635044612,4.174387269895637
772466508,-1.0,45,M,3,Unknown,Single,$60K - $80K,Blue,35,6,2,1,18004.0,2517,15487.0,0.569,2030,45,0.452,0.14,0.98739,0.01261,9.798404776082975,7.616283561580385,0.13102826240640408,3.828641396489095
708225483,-1.0,47,M,4,Graduate,Married,$80K - $120K,Blue,36,3,2,4,11242.0,1561,9681.0,0.829,4246,81,0.8,0.139,0.00034248,0.99966,9.32750099174976,8.353968130313271,0.1301506844650451,4.406719247264253
788923758,-1.0,26,F,1,High School,Unknown,Unknown,Blue,13,3,1,3,10693.0,2517,8176.0,0.88,4138,76,0.727,0.235,8.453e-05,0.99992,9.277438115508676,8.328209491748732,0.2110709700799405,4.343805421853684
789150633,-1.0,50,F,3,Graduate,Married,Less than $40K,Blue,38,6,3,2,3026.0,1888,1138.0,0.762,3687,58,0.812,0.624,0.00018665,0.99981,8.01532730902172,8.212839584676484,0.4848922417394862,4.07753744390572
710809083,-1.0,37,F,4,College,Married,Less than $40K,Blue,36,6,3,1,1438.3,787,651.3,0.914,4587,58,0.568,0.547,0.00011061,0.99989,7.271912163268625,8.431199478249262,0.4363175715909291,4.07753744390572
708119658,-1.0,49,F,4,Graduate,Married,$40K - $60K,Blue,38,4,2,1,12836.0,1034,11802.0,0.663,2519,53,0.472,0.081,7.1987e-05,0.99993,9.460086905084927,7.832014180505469,0.07788653865707124,3.9889840465642745
737921733,-1.0,62,F,1,Unknown,Single,Less than $40K,Blue,55,3,3,3,1892.0,1604,288.0,0.476,1581,34,0.417,0.848,0.99681,0.00319278,7.545918151209323,7.366445148327599,0.6141039732194925,3.5553480614894135
765940683,-1.0,37,M,3,Uneducated,Single,$80K - $120K,Blue,30,5,2,2,11277.0,1747,9530.0,0.503,2033,56,0.867,0.155,0.00012144,0.99988,9.330609204367127,7.617759576608505,0.14410034397375684,4.04305126783455
719732433,-1.0,54,M,2,Graduate,Single,$60K - $80K,Blue,36,5,3,1,12815.0,1017,11798.0,0.532,3771,78,0.66,0.079,0.00010848,0.99989,9.458449669308141,8.235360643753348,0.07603468627599762,4.3694478524670215
783381933,-1.0,43,M,4,Uneducated,Married,$60K - $80K,Blue,37,4,1,3,3482.0,1942,1540.0,0.926,3512,63,0.853,0.558,9.9893e-05,0.9999,8.155649270366002,8.164225652265827,0.4434029474485566,4.1588830833596715
719536608,-1.0,49,F,3,Graduate,Single,Less than $40K,Blue,36,4,5,1,2285.0,1931,354.0,0.69,4944,78,0.66,0.845,0.00012572,0.99987,7.734558844354756,8.506132244056813,0.6124792774924905,4.3694478524670215
720753183,-1.0,48,M,2,Post-Graduate,Married,$40K - $60K,Blue,36,4,3,2,9617.0,2035,7582.0,1.004,4247,76,0.854,0.212,0.00021165,0.99979,9.171391621837609,8.354203562921775,0.19227188764712272,4.343805421853684
711942783,-1.0,41,F,3,High School,Married,Less than $40K,Blue,28,3,1,3,2354.0,1909,445.0,0.833,4048,61,0.848,0.811,9.3448e-05,0.99991,7.764296006450518,8.30622521603216,0.5938791789012764,4.127134385045092
714031983,-1.0,41,F,3,High School,Single,Less than $40K,Silver,36,6,1,3,11533.0,1418,10115.0,0.546,4038,63,0.615,0.123,8.4436e-05,0.99992,9.353054474175359,8.303752415563412,0.11600367575630613,4.1588830833596715
711372258,-1.0,59,M,1,College,Single,$40K - $60K,Blue,51,4,2,2,5042.0,1002,4040.0,1.108,2897,62,0.632,0.199,0.00010387,0.9999,8.525756422076725,7.971776122880628,0.1814878760453772,4.143134726391533
710825658,-1.0,37,F,3,Uneducated,Single,Less than $40K,Blue,29,5,3,2,2584.0,1614,970.0,0.675,4045,78,0.733,0.625,0.00019191,0.99981,7.85748078694253,8.305484017727691,0.4855078157817008,4.3694478524670215
716575758,-1.0,50,F,2,College,Unknown,Unknown,Blue,39,2,3,2,1438.3,0,1438.3,0.588,1859,41,0.464,0.0,0.99432,0.00568,7.271912163268625,7.528331766707247,0.0,3.7376696182833684
714732183,-1.0,47,M,4,Uneducated,Unknown,$40K - $60K,Blue,36,6,3,2,3402.0,1607,1795.0,0.432,3188,65,0.667,0.472,0.00019396,0.99981,8.132412674500905,8.067462667010057,0.38662202030668447,4.189654742026425
714097683,-1.0,55,F,2,Graduate,Married,$40K - $60K,Blue,49,3,3,4,1809.0,0,1809.0,0.569,2123,44,0.571,0.0,0.99807,0.00193323,7.501082124259871,7.66105638236183,0.0,3.8066624897703196
720568083,-1.0,40,M,2,Graduate,Divorced,$60K - $80K,Blue,36,5,2,4,8624.0,0,8624.0,0.574,2428,53,0.893,0.0,0.00032656,0.99967,9.062420241899561,7.795234929002173,0.0,3.9889840465642745
708121908,-1.0,48,M,4,Unknown,Married,$80K - $120K,Blue,36,2,3,2,22917.0,0,22917.0,0.574,2045,45,0.5,0.0,0.9952,0.00479863,10.039677906986393,7.6236419465115715,0.0,3.828641396489095
778710783,-1.0,45,M,3,High School,Divorced,$80K - $120K,Blue,26,3,2,2,18410.0,974,17436.0,0.857,3778,83,0.694,0.053,0.00011482,0.99989,9.820703591057207,8.237214703349489,0.05164323315183845,4.430816798843313
716438433,-1.0,41,M,1,Doctorate,Married,$80K - $120K,Blue,32,4,3,3,10130.0,1449,8681.0,0.819,4002,66,0.571,0.143,0.00041087,0.99959,9.223355309053677,8.294799358992574,0.13365638481267358,4.204692619390966
709435533,-1.0,53,F,1,Unknown,Single,Less than $40K,Blue,41,2,3,2,3099.0,0,3099.0,0.279,1401,44,0.419,0.0,0.99464,0.00536,8.039157390473237,7.2456550675945355,0.0,3.8066624897703196
711080358,-1.0,55,M,1,Unknown,Unknown,$120K +,Blue,46,4,1,2,19849.0,2205,17644.0,0.796,3657,66,0.737,0.111,5.6825e-05,0.99994,9.895959286115337,8.204671828950811,0.10526051065749295,4.204692619390966
718677858,-1.0,39,M,1,College,Married,Less than $40K,Blue,27,4,2,2,2283.0,1053,1230.0,0.854,4571,72,0.756,0.461,0.00010387,0.9999,7.7336835707759,8.427706024914702,0.3791211327685624,4.290459441148391
720259308,-1.0,39,M,3,High School,Single,$80K - $120K,Blue,30,5,3,3,6347.0,569,5778.0,0.668,3927,82,0.577,0.09,0.00030516,0.99969,8.7558950816463,8.275885669474356,0.08617769624105233,4.418840607796598
719346708,-1.0,41,F,1,Unknown,Divorced,Less than $40K,Blue,30,5,2,4,2758.0,1675,1083.0,0.882,3820,72,0.636,0.607,0.00033692,0.99966,7.922623574217286,8.2482674474469,0.47436908675537554,4.290459441148391
720286908,-1.0,50,M,3,Uneducated,Married,$40K - $60K,Blue,40,5,2,2,3469.0,0,3469.0,0.956,3680,80,0.951,0.0,0.00012144,0.99988,8.151909872940905,8.210939733379021,0.0,4.394449154672439
719168883,-1.0,45,F,5,Unknown,Single,Less than $40K,Blue,34,1,4,1,5155.0,0,5155.0,1.014,2753,45,0.607,0.0,0.99332,0.00668,8.547916364059079,7.9208096792886,0.0,3.828641396489095
772472208,-1.0,50,M,1,Uneducated,Married,$60K - $80K,Blue,40,6,1,4,4092.0,996,3096.0,0.644,2298,48,0.655,0.243,0.00015252,0.99985,8.317033476492403,7.740229524763182,0.21752781252857406,3.8918202981106265
710402508,-1.0,52,M,0,Unknown,Married,$80K - $120K,Blue,36,4,3,4,4675.0,0,4675.0,0.863,3487,69,0.683,0.0,0.00048673,0.99951,8.450198322591959,8.15708378502887,0.0,4.248495242049359
710218233,-1.0,43,F,3,High School,Single,$40K - $60K,Blue,35,4,3,3,2297.0,1044,1253.0,0.591,3161,65,0.711,0.455,0.00030516,0.99969,7.739794458408701,8.058960017769417,0.37500590062345585,4.189654742026425
714212358,-1.0,38,F,3,High School,Single,Unknown,Blue,36,1,3,2,5260.0,1706,3554.0,0.359,2142,57,0.676,0.324,0.99452,0.00548,8.568076401730806,7.669961995473577,0.28065745751481647,4.060443010546419
812956983,-1.0,51,M,3,Graduate,Married,$80K - $120K,Blue,46,6,3,3,3458.0,1989,1469.0,0.707,3409,59,1.034,0.575,0.0003139,0.99969,8.148734808937169,8.134467570277563,0.4542552722775964,4.0943445622221
780241758,-1.0,59,M,1,High School,Single,$60K - $80K,Blue,45,4,2,4,3943.0,2517,1426.0,0.467,3527,59,0.788,0.638,0.00029799,0.9997,8.279950715722526,8.168486417126681,0.4934759854308777,4.0943445622221
711580908,-1.0,52,F,3,Unknown,Single,$40K - $60K,Blue,42,6,3,2,3028.0,2258,770.0,1.058,4119,81,0.884,0.746,0.00020516,0.99979,8.015987811027237,8.323608442343572,0.5573274574174104,4.406719247264253
712835433,-1.0,49,F,3,Uneducated,Married,Unknown,Blue,36,5,3,3,1438.3,0,1438.3,0.806,4869,73,0.825,0.0,0.00032275,0.99968,7.271912163268625,8.490849216076635,0.0,4.30406509320417
716461683,-1.0,47,F,3,Uneducated,Married,Less than $40K,Silver,36,5,3,1,11884.0,1339,10545.0,0.556,4134,72,1.0,0.113,0.00010458,0.9999,9.383032379794294,8.327242607457793,0.10705907229340779,4.290459441148391
712115958,-1.0,47,F,3,Uneducated,Single,Less than $40K,Blue,38,5,3,4,2808.0,2264,544.0,0.544,3562,74,0.682,0.806,0.00055052,0.99945,7.940583827104244,8.178358165605836,0.5911144549947938,4.31748811353631
712033833,-1.0,42,F,4,Unknown,Unknown,Less than $40K,Blue,34,5,3,2,1874.0,1341,533.0,0.952,3899,70,0.75,0.716,0.00020735,0.99979,7.536363938404511,8.268731832117737,0.5399960010657705,4.2626798770413155
719523108,-1.0,61,M,0,Post-Graduate,Single,$60K - $80K,Blue,36,6,2,3,11236.0,576,10660.0,0.637,4253,80,0.6,0.051,0.0001933,0.99981,9.326967183907902,8.355614995760183,0.04974209189481407,4.394449154672439
710881008,-1.0,42,M,3,High School,Single,$80K - $120K,Blue,29,3,1,1,6380.0,1238,5142.0,0.903,4119,66,0.61,0.194,3.3505e-05,0.99997,8.761080103868347,8.323608442343572,0.17730901497041035,4.204692619390966
708211383,-1.0,35,F,3,Graduate,Single,Less than $40K,Blue,27,3,3,3,2664.0,0,2664.0,0.731,3906,74,0.574,0.0,0.0003139,0.99969,7.887959336599945,8.27052509505507,0.0,4.31748811353631
715054683,-1.0,50,M,2,Uneducated,Single,$80K - $120K,Blue,42,3,3,4,1645.0,0,1645.0,0.771,3838,60,0.463,0.0,0.00053055,0.99947,7.406103381237015,8.252967195000798,0.0,4.110873864173311
710670633,-1.0,40,M,4,High School,Married,$60K - $80K,Blue,36,6,3,3,5797.0,1779,4018.0,0.785,2131,33,0.571,0.307,0.00030842,0.99969,8.6652683094816,7.664815785285735,0.2677344346420849,3.5263605246161616
784560258,-1.0,45,M,1,Uneducated,Divorced,$60K - $80K,Blue,39,4,2,0,21721.0,1247,20474.0,0.657,3937,63,0.658,0.057,4.0521e-05,0.99996,9.986080850839981,8.278428259199071,0.055434706888100586,4.1588830833596715
787770858,-1.0,43,M,4,Graduate,Single,$80K - $120K,Blue,32,3,2,3,8333.0,774,7559.0,0.984,3889,81,0.723,0.093,0.00020077,0.9998,9.0280988119824,8.266164436612492,0.08892620919440151,4.406719247264253
721104708,-1.0,41,F,3,Post-Graduate,Single,Less than $40K,Blue,36,1,3,1,2067.0,1966,101.0,0.91,3033,41,0.708,0.951,0.99251,0.00749,7.63433723562832,8.017637159908478,0.6683420616409741,3.7376696182833684
717461283,-1.0,38,F,2,Graduate,Single,Unknown,Blue,24,3,2,3,2214.0,570,1644.0,0.688,2066,45,0.25,0.257,0.9948,0.0052,7.703007682479236,7.633853559681768,0.2287279296081104,3.828641396489095
803028858,-1.0,38,F,2,Graduate,Single,Less than $40K,Blue,32,2,3,3,3775.0,0,3775.0,0.581,2031,36,0.385,0.0,0.99671,0.00329379,8.236420527265391,7.616775808698373,0.0,3.6109179126442243
716628633,-1.0,41,M,4,Uneducated,Single,$80K - $120K,Blue,33,6,3,3,4388.0,1519,2869.0,0.787,4406,74,0.574,0.346,0.0003262,0.99967,8.386856689688234,8.390949464841986,0.29713723122253605,4.31748811353631
813380058,-1.0,64,F,0,Graduate,Single,Unknown,Blue,56,3,2,4,4100.0,863,3237.0,0.992,3593,51,0.821,0.21,0.00028024,0.99972,8.31898612539206,8.187021067343505,0.19062035960864973,3.9512437185814275
770135358,-1.0,46,F,1,Graduate,Married,Less than $40K,Blue,40,6,2,2,5157.0,1485,3672.0,0.699,4417,77,0.711,0.288,0.00010684,0.99989,8.54830418644129,8.393442383980062,0.25309062768216184,4.356708826689592
719301258,-1.0,61,M,0,Post-Graduate,Single,$40K - $60K,Silver,42,4,3,2,15939.0,0,15939.0,0.791,3982,68,0.943,0.0,0.00016411,0.99984,9.676586952344206,8.289790583181643,0.0,4.23410650459726
711340233,-1.0,46,F,0,Graduate,Single,Unknown,Blue,34,6,1,2,9216.0,2059,7157.0,0.763,3630,78,0.56,0.223,4.7263e-05,0.99995,9.128804883993665,8.197263371414335,0.20130685670503531,4.3694478524670215
710002833,-1.0,32,F,1,High School,Married,Unknown,Blue,22,3,2,3,3413.0,2517,896.0,0.984,4355,71,0.919,0.737,0.00017468,0.99983,8.135639903354386,8.37930948405285,0.5521594872589678,4.276666119016055
808705758,-1.0,43,M,3,Unknown,Unknown,$80K - $120K,Blue,38,6,2,3,20348.0,1732,18616.0,0.674,1624,27,0.688,0.085,0.00021834,0.99978,9.920787049614189,7.393263094763838,0.08157998699242289,3.332204510175204
710839308,-1.0,34,F,2,High School,Single,Less than $40K,Blue,21,6,1,3,5015.0,1671,3344.0,0.689,3161,77,0.878,0.333,9.0056e-05,0.99991,8.520388082312756,8.058960017769417,0.2874320411965716,4.356708826689592
768687183,-1.0,54,F,1,College,Single,Less than $40K,Blue,48,3,1,4,2440.0,1083,1357.0,0.907,3017,53,0.71,0.444,0.00014422,0.99986,7.80016307039296,8.012349639327795,0.3674170404706345,3.9889840465642745
720541758,-1.0,45,F,4,College,Divorced,Less than $40K,Blue,39,5,1,2,4948.0,1655,3293.0,0.562,3711,64,0.524,0.334,5.6158e-05,0.99994,8.506940814951886,8.21932609390609,0.28818194749343196,4.174387269895637
712263258,-1.0,49,F,2,Uneducated,Married,Less than $40K,Blue,38,6,3,3,2468.0,0,2468.0,1.057,3371,62,0.676,0.0,0.00031104,0.99969,7.81156848934518,8.123261319121745,0.0,4.143134726391533
712751133,-1.0,42,M,3,Doctorate,Single,$60K - $80K,Blue,35,3,3,3,11328.0,1369,9959.0,0.585,1829,42,0.312,0.121,0.9978,0.00219584,9.335121088873489,7.512071245835466,0.11422114409002286,3.7612001156935624
779662308,-1.0,49,F,2,Unknown,Married,Less than $40K,Blue,32,3,1,3,1438.3,710,728.3,0.683,3808,80,0.569,0.494,0.00010183,0.9999,7.271912163268625,8.245121966478605,0.4014570867106256,4.394449154672439
803319633,-1.0,51,F,2,High School,Married,Less than $40K,Blue,45,4,3,2,3183.0,1358,1825.0,0.657,3988,81,0.688,0.427,0.00017486,0.99983,8.065893546964274,8.291295851905407,0.3555743384946993,4.406719247264253
708170508,-1.0,38,M,2,Graduate,Married,$60K - $80K,Blue,36,2,3,2,1438.3,0,1438.3,0.461,1651,42,0.5,0.0,0.99447,0.00553,7.271912163268625,7.409741954080923,0.0,3.7612001156935624
711891933,-1.0,47,M,3,High School,Married,$80K - $120K,Blue,40,3,3,3,12945.0,1582,11363.0,0.496,3369,59,0.788,0.122,0.00030516,0.99969,9.468542139105455,8.122668023346407,0.11511280710050457,4.0943445622221
802875333,-1.0,51,M,1,High School,Single,$60K - $80K,Blue,45,3,3,4,2458.0,0,2458.0,0.819,3377,54,0.929,0.0,0.00047086,0.99953,7.807510042216193,8.125039097367745,0.0,4.007333185232471
745435533,-1.0,44,M,2,Unknown,Married,$80K - $120K,Blue,37,6,1,3,2617.0,2517,100.0,0.78,3104,70,0.75,0.962,0.00010183,0.9999,7.870165946469845,8.040768994367578,0.6739643611431714,4.2626798770413155
718063083,-1.0,40,M,2,Graduate,Married,$40K - $60K,Blue,31,6,1,2,6500.0,2025,4475.0,0.656,4738,82,0.673,0.312,5.5077e-05,0.99994,8.77971129020447,8.463581421967588,0.2715526905218973,4.418840607796598
720487308,-1.0,49,M,1,High School,Unknown,$60K - $80K,Blue,38,3,3,2,15898.0,0,15898.0,1.049,4184,54,1.077,0.0,0.00016413,0.99984,9.67401149314871,8.339261982923576,0.0,4.007333185232471
719770158,-1.0,54,F,3,Post-Graduate,Single,Less than $40K,Blue,49,1,4,3,8516.0,0,8516.0,0.549,2189,37,0.276,0.0,0.99777,0.00223444,9.04981944514108,7.691656822810547,0.0,3.6375861597263857
712283808,-1.0,50,F,3,High School,Married,Less than $40K,Silver,40,5,2,2,10062.0,1149,8913.0,0.76,1964,44,0.467,0.114,0.00010374,0.9999,9.216620609933333,7.583247524303362,0.10795714150509228,3.8066624897703196
779737233,-1.0,51,M,1,Graduate,Married,$60K - $80K,Blue,35,3,3,2,9589.0,628,8961.0,0.695,3971,66,0.784,0.065,0.00016883,0.99983,9.168476167877484,8.287025025165063,0.06297479916138844,4.204692619390966
751076058,-1.0,44,F,4,Unknown,Married,Unknown,Blue,37,4,3,3,5826.0,0,5826.0,0.689,3756,73,0.921,0.0,0.00034872,0.99965,8.670257567143075,8.231376045573969,0.0,4.30406509320417
736552308,-1.0,48,F,4,Graduate,Married,Less than $40K,Blue,41,3,1,3,3521.0,672,2849.0,0.655,3291,65,0.757,0.191,9.7154e-05,0.9999,8.166784289056151,8.09925056179696,0.17479329037316305,4.189654742026425
720578058,-1.0,53,M,4,Unknown,Single,$60K - $80K,Blue,42,3,3,4,8386.0,2375,6011.0,0.539,4101,67,0.718,0.283,0.0005948,0.99941,9.034438166984412,8.319229938632326,0.24920108563349938,4.219507705176107
714932658,-1.0,42,F,4,College,Single,Unknown,Blue,34,5,3,2,15449.0,0,15449.0,0.783,4098,81,0.588,0.0,0.0001834,0.99982,9.645364282325891,8.318498320504338,0.0,4.406719247264253
804708633,-1.0,44,F,3,Uneducated,Single,Less than $40K,Blue,39,3,2,2,7323.0,0,7323.0,0.518,4666,87,0.776,0.0,0.00012144,0.99988,8.898911905794401,8.448271745949816,0.0,4.477336814478207
716271183,-1.0,45,F,2,Uneducated,Single,Less than $40K,Blue,37,3,2,2,8924.0,0,8924.0,0.547,1720,42,0.4,0.0,0.99153,0.00847,9.09661160664784,7.450660796211539,0.0,3.7612001156935624
712442508,-1.0,52,F,4,Post-Graduate,Married,Less than $40K,Blue,37,6,3,4,1438.3,783,655.3,0.733,3464,70,0.795,0.544,0.00063671,0.99936,7.271912163268625,8.150467911624004,0.4343764516025845,4.2626798770413155
719165508,-1.0,48,F,3,Graduate,Married,$40K - $60K,Silver,40,5,3,4,18965.0,2262,16703.0,0.592,3066,69,0.816,0.119,0.00048382,0.99952,9.850403181443673,8.028455164114252,0.11243542932978817,4.248495242049359
826467333,-1.0,57,M,1,High School,Single,$80K - $120K,Blue,53,4,1,3,7976.0,585,7391.0,0.925,4082,74,0.682,0.073,8.453e-05,0.99992,8.984317679911129,8.314587291319576,0.07045846364856141,4.31748811353631
721027083,-1.0,47,F,4,Post-Graduate,Single,Unknown,Blue,36,6,1,0,3054.0,1862,1192.0,0.589,3543,87,0.812,0.61,2.5071e-05,0.99997,8.024534871605695,8.173011311724972,0.4762341789963716,4.477336814478207
713764458,-1.0,53,M,2,Graduate,Single,$120K +,Blue,36,5,2,3,10620.0,2090,8530.0,0.88,3453,68,0.838,0.197,0.00019143,0.99981,9.27058845232154,8.147288258706624,0.1798184265758361,4.23410650459726
816261858,-1.0,61,M,0,Graduate,Single,$40K - $60K,Blue,56,2,5,4,3984.0,2245,1739.0,0.612,1821,39,0.696,0.564,0.99798,0.00201684,8.290292591224315,7.507690077819904,0.4472466421231193,3.6888794541139363
710850633,-1.0,65,M,0,High School,Single,$40K - $60K,Blue,53,3,2,2,2507.0,1613,894.0,1.082,3325,67,0.675,0.643,9.4951e-05,0.99991,7.827240901752812,8.109525659752872,0.49652383905513103,4.219507705176107
805282908,-1.0,43,M,5,Graduate,Unknown,$40K - $60K,Blue,38,3,3,2,7599.0,1100,6499.0,0.365,4401,71,0.651,0.145,0.0001857,0.99981,8.935903526274423,8.389814262086407,0.13540463700620295,4.276666119016055
785119833,-1.0,40,M,3,College,Divorced,$60K - $80K,Blue,34,3,3,3,19666.0,1180,18486.0,0.898,3391,54,0.636,0.06,0.00030519,0.99969,9.886697383228654,8.129174996911793,0.05826890812397577,4.007333185232471
716780283,-1.0,39,M,2,Uneducated,Single,$40K - $60K,Blue,19,4,3,3,6628.0,1735,4893.0,0.587,4050,89,0.935,0.262,0.00031104,0.99969,8.79920924224139,8.30671904320269,0.23269776411902143,4.499809670330265
716546283,-1.0,39,M,3,Graduate,Married,$60K - $80K,Blue,36,6,3,4,13049.0,943,12106.0,0.686,3944,72,0.674,0.072,0.00053543,0.99946,9.47654341275084,8.280204233279974,0.06952606264861023,4.290459441148391
721308033,-1.0,45,F,2,Post-Graduate,Single,Less than $40K,Blue,37,3,3,1,3036.0,2517,519.0,0.882,2609,42,0.615,0.829,0.99223,0.00777,8.01862546504575,7.867105500316739,0.6037693694087286,3.7612001156935624
779270883,-1.0,48,M,4,High School,Married,$60K - $80K,Blue,30,6,3,3,16575.0,0,16575.0,0.76,3982,77,0.878,0.0,0.00030842,0.99969,9.71571114505921,8.289790583181643,0.0,4.356708826689592
822061683,-1.0,38,M,1,Graduate,Single,$60K - $80K,Blue,34,5,3,4,23391.0,1977,21414.0,0.558,4106,85,0.809,0.085,0.00048435,0.99952,10.060149362549504,8.320448113956559,0.08157998699242289,4.454347296253507
710678658,-1.0,47,F,4,Unknown,Unknown,Less than $40K,Blue,36,5,3,2,4944.0,1151,3793.0,0.801,3684,64,0.829,0.233,0.00020735,0.99979,8.506132244056813,8.212025804623437,0.20945022418220727,4.174387269895637
712943508,-1.0,48,F,5,Graduate,Married,Less than $40K,Blue,36,5,3,0,6921.0,1023,5898.0,0.816,4608,79,0.927,0.148,6.8504e-05,0.99993,8.84246002419529,8.435766192720509,0.1380212978973747,4.382026634673881
816263808,-1.0,47,M,1,Graduate,Single,$80K - $120K,Blue,31,4,1,2,18026.0,755,17271.0,0.931,2760,56,1.0,0.042,5.1697e-05,0.99995,9.799625913002037,7.923348211930154,0.04114194333117518,4.04305126783455
714162033,-1.0,45,F,3,Post-Graduate,Divorced,Less than $40K,Blue,28,3,4,3,5216.0,1519,3697.0,0.887,3434,49,0.69,0.291,0.00044634,0.99955,8.559677803022392,8.14177220465645,0.25541711186450544,3.912023005428146
711238908,-1.0,65,F,0,Uneducated,Single,Less than $40K,Blue,54,6,5,2,7699.0,1758,5941.0,0.641,5103,62,0.771,0.228,0.00017726,0.99982,8.948975607841776,8.537779825024625,0.20538682972495073,4.143134726391533
713971608,-1.0,49,M,4,Uneducated,Married,Less than $40K,Blue,39,6,1,4,7232.0,1830,5402.0,1.002,4337,71,0.543,0.253,0.00017042,0.99983,8.886409166849282,8.37516869138682,0.22554067591393126,4.276666119016055
715193433,-1.0,61,F,0,High School,Single,Unknown,Blue,51,4,2,2,8476.0,0,8476.0,0.675,3889,67,0.489,0.0,9.4951e-05,0.99991,9.045111892608405,8.266164436612492,0.0,4.219507705176107
716911608,-1.0,48,M,4,Graduate,Single,$80K - $120K,Blue,36,4,1,4,1536.0,1017,519.0,0.589,3816,71,0.449,0.662,0.00016574,0.99983,7.337587743538596,8.247220052745229,0.5080216964332566,4.276666119016055
